TCI,TCSC,exp,expmod,cm,cvbin,frqbin,abin,kurt,vfleak,M,A1,A2,A3,mav,psr,hilb,SamEn,x3,x4,x5,x1,x2,bCP,bWT,bW,Li,count1,count2,count3,VF
387.23,57.2,75,195,0.17937999999999998,0.22494,3.0,659,-0.09084099999999999,0.54173,1.8154,0.0087661,0.40663,1.0281,0.7128899999999999,0.10125,0.1075,0.32859,0.0442,19,2.0151,0.4329,0.004837,0.14,0.56938,1.8921,60.086999999999996,44.0,104.25,30.58,1
357.4,17.267,0,195,0.079726,0.075351,1.25,918,6.6924,0.8096399999999999,2.2669,0.025491,0.25329,1.7946,0.29754,0.0625,0.0775,0.14231,0.0045128,5,2.9922,0.63846,0.047779,0.602,0.21885,4.5776,9.3517,20.0,69.25,7.558,0
291.67,13.333,0,210,0.21925,0.23963,4.25,603,6.4459,0.81709,2.1758,0.035276,0.21425999999999998,1.6509,0.28546,0.059375,0.075625,0.13385,0.003815,6,2.9922,0.6302,0.04487,0.636,0.20733000000000001,4.6997,10.577,23.5,79.25,10.75,0
351.45,12.533,0,180,0.079726,0.071142,1.25,923,8.3594,0.8129,2.3243,0.028814,0.21925,1.8303,0.26275,0.058125,0.06625,0.13910999999999998,0.0028891,5,2.9922,0.61969,0.055879,0.6579999999999999,0.1715,4.6997,9.2716,20.25,65.5,6.5419,0
342.93,15.0,0,165,0.089692,0.081982,1.5,910,6.7342,0.84149,2.4489,0.023472999999999997,0.21628000000000003,2.0414,0.26594,0.059375,0.078125,0.12803,0.0029562,6,2.8701,0.60465,0.060835,0.64,0.19125,4.8218,8.5278,24.0,70.25,8.7358,0
335.82,18.733,0,165,0.089692,0.085249,1.5,906,6.0072,0.82794,2.2653,0.028566,0.23092,1.7742,0.29054,0.066875,0.08125,0.14964,0.0034165,6,2.8701,0.6148899999999999,0.049657,0.608,0.20214000000000001,5.0049,8.4838,18.75,65.75,5.9484,0
298.87,15.533,0,165,0.089692,0.086871,1.5,904,6.1516,0.82716,2.1773,0.027297000000000002,0.25258,1.6637,0.28951,0.06,0.074375,0.13025,0.0029365,6,2.9922,0.62646,0.051005,0.594,0.21064000000000002,4.6997,12.039000000000001,23.75,73.0,9.125,0
324.18,16.0,0,195,0.06976,0.071988,1.25,922,7.2764,0.8476,2.3251,0.032621,0.21763000000000002,1.8917,0.28795,0.0675,0.08375,0.21119000000000002,0.0049004,5,2.8701,0.6430600000000001,0.048604,0.478,0.22746,4.6997,10.402999999999999,21.0,67.5,7.3924,0
238.1,9.7333,0,180,0.23918000000000003,0.22891,4.75,646,7.138999999999999,0.80908,2.3243,0.027426999999999997,0.2155,1.8421,0.27111999999999997,0.055625,0.066875,0.13280999999999998,0.0032801,6,2.9922,0.63522,0.056627,0.6679999999999999,0.14815,4.6997,8.1701,26.25,74.0,11.196,0
301.61,13.867,0,180,0.20928000000000002,0.23836,4.5,609,6.9497,0.83672,2.4161,0.023112,0.21445999999999998,1.9789,0.2688,0.05625,0.065625,0.12162,0.0025911,6,2.9922,0.60877,0.054804,0.6859999999999999,0.17299,4.7607,6.4058,25.0,72.25,9.2391,0
359.38,15.267000000000001,0,180,0.079726,0.071988,1.25,922,7.9851,0.82991,2.3112,0.029774000000000002,0.21563000000000002,1.8823,0.27494,0.06,0.076875,0.13998,0.00307,5,2.9922,0.63636,0.043787,0.636,0.19435,4.6997,7.837999999999999,20.5,68.25,6.6074,0
347.01,18.4,0,165,0.079726,0.084435,1.5,907,6.1735,0.80565,2.2557,0.029838,0.22930999999999999,1.8189,0.29925999999999997,0.064375,0.075625,0.14925,0.0033169000000000002,6,2.9922,0.64402,0.044866,0.61,0.18761,4.6387,6.3971,23.25,70.5,8.4709,0
350.28,19.667,0,180,0.079726,0.084435,1.5,907,5.5881,0.7784800000000001,2.1011,0.037942000000000004,0.23809,1.5092,0.3069,0.0675,0.073125,0.14745999999999998,0.0025401,6,2.9922,0.66062,0.032936,0.546,0.21458000000000002,4.5776,7.9084,19.0,67.0,6.0982,0
340.07,21.2,0,180,0.079726,0.08767899999999999,1.25,903,5.3086,0.8003899999999999,2.2151,0.034484,0.21685,1.7355,0.31738,0.065,0.073125,0.15845,0.004767800000000001,5,2.9922,0.5953,0.041524,0.564,0.23075,5.6763,6.8276,20.75,71.0,7.3755,0
308.59,27.733,0,210,0.09965800000000001,0.095647,1.5,893,4.4734,0.8382200000000001,3.6726,0.0,0.2187,2.8458,0.35758,0.066875,0.0825,0.19365,0.006290100000000001,6,1.7709,0.45203000000000004,0.046292,0.516,0.29833000000000004,5.249,4.5758,23.75,71.0,8.875,0
265.26,18.533,0,195,0.09965800000000001,0.094069,1.75,895,5.1624,0.81916,4.3967,0.0,0.16921,2.9221,0.3117,0.064375,0.074375,0.16351,0.0043301,7,1.6488,0.51749,0.049963,0.6,0.25084,6.4087,10.96,27.75,71.0,10.593,0
276.09,29.4,0,165,0.10962000000000001,0.069444,1.75,925,9.3987,0.7735,2.9886,0.0078271,0.27221999999999996,2.2965,0.41905,0.068125,0.070625,0.2312,0.0040397,7,2.0151,0.32094,0.037677999999999996,0.406,0.28906,4.0283,11.765999999999998,30.5,73.75,12.41,0
430.5,23.8,0,240,0.11959000000000002,0.23333,2.0,630,4.0311,0.76171,2.9879,0.006654600000000001,0.26379,2.4715,0.3702,0.065625,0.08125,0.13445,0.0025336,8,2.0151,0.31594,0.031635,0.504,0.17448,3.9062,8.5772,28.0,76.0,11.789000000000001,0
416.67,18.0,0,180,0.16942000000000002,0.23254,3.25,633,4.9209,0.78586,2.9767,0.0047665,0.2188,2.3188,0.31531,0.054375,0.07,0.12905999999999998,0.0021455,8,2.0151,0.5615,0.034113,0.5760000000000001,0.18634,4.2114,5.9039,26.5,78.75,11.925,0
400.78,15.8,0,195,0.12955999999999998,0.23963,2.25,603,5.09,0.73885,3.0465,0.0046881,0.23163000000000003,2.3894,0.2861,0.065625,0.075,0.13352999999999998,0.0016124000000000002,8,2.1373,0.5078,0.034177,0.618,0.14037,4.1504,8.7275,22.75,75.25,9.7546,0
514.08,44.067,0,135,0.089692,0.11395,2.0,869,2.8673,0.76761,2.9008,0.0,0.38197,2.2484,0.43048000000000003,0.051875,0.07875,0.11737,0.0044003,7,2.0151,0.21775,0.025604000000000002,0.522,0.20215999999999998,4.0894,5.3709,23.25,74.5,9.2875,0
352.61,14.467,0,195,0.17937999999999998,0.2292,3.5,645,6.0288,0.74985,2.1219,0.019788999999999998,0.30133000000000004,1.525,0.26918000000000003,0.070625,0.0725,0.14019,0.0022475,8,2.8701,0.6470899999999999,0.032626,0.662,0.1642,4.4556,10.831,22.0,70.25,7.9768,0
466.73,14.933,0,195,0.18935,0.23814000000000002,3.75,610,6.3781,0.75131,3.2966,0.0039986,0.20614000000000002,2.4038,0.27151,0.070625,0.06875,0.14439000000000002,0.0021834,7,1.893,0.56185,0.028765,0.568,0.15463,5.0659,9.4267,24.75,72.0,9.3055,0
333.44,14.933,0,180,0.20928000000000002,0.2262,3.75,655,6.0864,0.76947,2.2116,0.022381,0.32778,1.635,0.25289,0.066875,0.07,0.13284,0.0013212,7,2.7479,0.69662,0.03283,0.64,0.16575,3.9062,7.956,23.5,75.0,9.7645,0
266.07,71.133,390,240,0.21925,0.25025,4.25,502,-0.90212,0.46338999999999997,1.2835,0.014147,0.56516,0.4585,0.78095,0.094375,0.11313,0.32638,0.10570999999999998,17,3.8471,0.74687,0.0029303000000000003,0.13,1.0725,3.8452,16.328,34.25,96.5,22.445999999999998,1
333.99,13.867,0,195,0.16942000000000002,0.22743000000000002,3.0,651,4.3231,0.79735,3.1862,0.002669,0.19592,2.457,0.31468,0.063125,0.075,0.1383,0.0026456,8,1.893,0.6051300000000001,0.022115,0.512,0.17085,3.9673,8.1436,28.75,77.75,13.034,0
274.53,21.2,0,225,0.17937999999999998,0.18567,3.25,754,4.1016,0.8305100000000001,3.6566,0.0041869,0.17506,2.7078,0.33171999999999996,0.0725,0.085625,0.11965999999999999,0.0034474,8,1.893,0.49943000000000004,0.046027,0.636,0.21429,5.4932,4.7959,30.0,78.0,13.183,0
369.42,53.8,60,165,0.16942000000000002,0.20776999999999998,2.75,706,0.2322,0.41066,1.3264,0.013449000000000001,0.68179,0.27873000000000003,0.6389699999999999,0.09375,0.10375,0.26199,0.014072999999999999,17,2.7479,0.9677899999999999,0.00083593,0.146,0.50752,0.61035,63.217,37.25,100.75,25.616999999999997,1
321.03,55.533,90,195,0.25911,0.24602,5.25,565,-0.1794,0.57562,1.6669,0.02023,0.39006,0.9842299999999999,0.60446,0.095625,0.10937999999999999,0.38261,0.089249,24,2.7479,0.8615,0.005039,0.08199999999999999,0.3862,2.8687,28.993000000000002,38.5,97.75,25.558000000000003,1
343.75,75.867,270,165,0.14949,0.24929,3.0,531,-1.2463,0.30458,1.2670000000000001,0.016694,0.6613399999999999,0.36838000000000004,0.92375,0.093125,0.1025,0.2441,0.10667,22,2.9922,0.9737,0.00077446,0.096,0.8162699999999999,0.36621,23.081,28.75,89.0,15.578,1
839.66,7.6,90,75,0.13952,0.24266999999999997,2.5,587,11.557,0.7813100000000001,2.9182,0.012943000000000001,0.15285,2.4742,0.21009,0.045,0.0575,0.1065,0.00018629,4,2.3815,0.59154,0.045228,0.7440000000000001,0.11842000000000001,5.9204,16.515,16.5,61.0,4.6597,0
816.52,11.0,120,135,0.11959000000000002,0.24961999999999998,2.5,525,9.1462,0.7733399999999999,2.8064,0.012918,0.14515,2.3706,0.25079,0.04875,0.053125,0.10998,0.00040144,5,2.5037,0.60955,0.04991,0.7040000000000001,0.19427,6.0425,9.8325,20.5,66.25,6.5216,0
840.01,13.933,120,135,0.16942000000000002,0.24909,2.75,534,8.6841,0.77428,2.8601,0.012355,0.15308,2.4276,0.26118,0.05125,0.056875,0.1174,0.00038804,5,2.5037,0.62888,0.054024,0.6759999999999999,0.18987,5.9814,7.8848,21.0,64.75,6.6573,0
183.13,39.533,60,285,0.20928000000000002,0.19163,4.0,742,0.88016,0.6281800000000001,1.9985,0.026568,0.29741,1.3881,0.43208,0.08625,0.096875,0.40329,0.028861,8,3.6028,0.73341,0.064067,0.34600000000000003,0.29091999999999996,3.9062,20.11,18.0,82.25,9.0828,1
223.11,42.867,0,195,0.28901,0.22743000000000002,6.5,651,0.10212,0.57172,1.6204,0.018484,0.41876,0.9408299999999999,0.54664,0.0875,0.10125,0.37235,0.049609,15,3.4807,0.8400200000000001,0.027093,0.25,0.32139,3.4789999999999996,29.537,14.0,83.75,7.4444,1
200.74,59.6,90,270,0.27904,0.21525,6.5,687,-0.25948000000000004,0.5395,2.1535,0.011179999999999999,0.26693,1.5062,0.48933999999999994,0.0925,0.094375,0.37881,0.042838,13,3.4807,0.7621899999999999,0.055402,0.264,0.34126999999999996,3.6621,29.391,19.0,95.0,11.817,1
584.41,21.8,60,135,0.22921,0.23535,4.0,622,4.3144,0.6893699999999999,2.5837,0.024388,0.22778,2.1136,0.32968000000000003,0.08125,0.069375,0.15535,0.0015086,7,2.3815,0.55033,0.021778,0.568,0.16625,5.127000000000001,35.164,16.75,75.5,7.1347,0
536.96,13.267000000000001,60,150,0.16942000000000002,0.14775,3.25,820,6.0544,0.81387,4.4436,0.012332,0.11402999999999999,3.016,0.29799000000000003,0.05875,0.065625,0.09283999999999999,0.00038638,3,1.5266,0.41257,0.054266999999999996,0.7959999999999999,0.074318,6.7749,32.179,15.25,59.5,4.3624,0
1251.2,14.2,60,45,0.14949,0.24548000000000003,2.75,569,8.8823,0.76644,3.2226,0.011761,0.16819,2.4308,0.25216,0.053125,0.061875,0.094558,0.0014672,3,1.5266,0.56357,0.011419,0.7859999999999999,0.10153,3.8452,40.306,32.25,78.0,13.956,0
1328.9,13.867,60,60,0.12955999999999998,0.24575999999999998,2.5,567,8.2137,0.7553,3.051,0.012637,0.17352,2.3354,0.27291,0.051875,0.055625,0.086877,0.0010422,3,1.5266,0.56965,0.009206299999999999,0.8059999999999999,0.093511,3.7231,52.068000000000005,13.5,71.75,4.8736,0
1201.9,11.133,45,45,0.09965800000000001,0.23769,1.5,612,10.356,0.7729699999999999,3.3237,0.009257399999999999,0.16178,2.5014,0.25869000000000003,0.055625,0.056875,0.079779,0.00052186,3,1.5266,0.56411,0.01077,0.8320000000000001,0.078338,3.7231,59.0,11.5,66.0,3.8333,0
1369.0,14.732999999999999,60,45,0.10962000000000001,0.24765,1.75,551,8.2302,0.76868,3.3089,0.011245,0.16505,2.5247,0.26033,0.05375,0.0625,0.085099,0.00088196,3,1.5266,0.57252,0.009528299999999998,0.818,0.086418,3.7231,34.971,13.75,63.0,4.1949,0
1019.3,15.4,0,75,0.089692,0.054691,1.0,942,5.0285,0.83588,3.8291,0.0039071999999999996,0.17822000000000002,2.7625,0.27505,0.058125,0.064375,0.091333,0.00046681,4,1.5266,0.39539,0.019272,0.6859999999999999,0.083411,5.4932,58.659,21.5,83.25,10.097999999999999,0
914.09,5.0,30,45,0.21925,0.18362,3.75,758,19.875,0.80701,1.6321,0.0456,0.27944,0.9318299999999999,0.21081999999999998,0.03875,0.046875,0.078113,0.00075501,2,4.0914,0.56262,0.048147,0.804,0.080537,5.3711,45.325,10.25,46.75,2.1707,0
1177.1,14.933,60,60,0.18935,0.2452,3.75,571,8.4489,0.76763,3.3682,0.010123,0.16348,2.4723,0.27305999999999997,0.05625,0.06375,0.12919,0.0037654000000000003,3,1.5266,0.56199,0.013597,0.664,0.096818,3.7842,43.232,16.5,78.5,8.1334,0
937.43,26.066999999999997,90,75,0.10962000000000001,0.24548000000000003,1.75,569,4.0544,0.73569,2.001,0.026762,0.27378,1.3747,0.37585999999999997,0.065,0.070625,0.090847,0.00099198,4,2.1373,0.40510999999999997,0.0038048,0.752,0.15745,3.6621,15.508,15.25,65.5,4.7965,0
927.62,29.467,120,75,0.11959000000000002,0.24722,2.0,555,3.0901,0.73953,3.8455,0.00089151,0.16099000000000002,2.7423,0.39771999999999996,0.066875,0.07875,0.099742,0.0012107,5,1.1602,0.4386,0.0040606999999999996,0.69,0.27754,3.7231,11.775,14.5,59.75,4.0156,0
919.36,29.933000000000003,90,60,0.13952,0.23655,2.25,617,4.3249,0.71985,1.9833,0.037301999999999995,0.23590999999999998,1.4132,0.35559,0.050625,0.063125,0.098384,0.0011767000000000001,4,2.2594,0.37984,0.0040227,0.75,0.16851,4.0283,19.628,17.5,63.5,5.2417,0
893.99,28.933000000000003,105,75,0.10962000000000001,0.2452,2.0,571,3.4433,0.7265,1.8866,0.031678,0.24605,1.26,0.3972,0.06625,0.075,0.096175,0.0011986,5,2.2594,0.40421,0.0037247,0.696,0.18897,3.6621,10.204,15.0,60.25,4.4247,0
629.72,25.333000000000002,30,90,0.12955999999999998,0.23228000000000001,2.25,634,4.0489999999999995,0.68909,1.9811,0.015758,0.36105,1.335,0.38615,0.078125,0.084375,0.11689000000000001,0.0011759000000000001,7,1.6488,0.28504,0.0017099,0.6559999999999999,0.16432,1.8921,30.111,15.0,69.0,5.2339,0
317.24,5.2667,0,195,0.12955999999999998,0.15652,2.25,806,14.0,0.84977,2.456,0.021946,0.20026,1.9734,0.17379,0.0325,0.041875,0.056361,0.00014167,4,3.3586,0.47125,0.10655,0.858,0.0733,6.7749,8.689,19.25,64.25,5.8409,0
518.56,9.6667,30,165,0.15945,0.19867,2.75,727,10.23,0.83654,1.2279,0.06155,0.32397,0.491,0.22419,0.04,0.053125,0.10217999999999999,0.0010747,5,5.8012,0.5184,0.064916,0.7979999999999999,0.12040999999999999,6.1035,23.252,16.0,64.0,4.9469,0
198.86,5.4,0,300,0.19932,0.1751,4.0,774,17.729,0.8458600000000001,2.3422,0.025247,0.19737000000000002,1.8117,0.16147,0.03625,0.040625,0.097772,0.00058487,4,3.4807,0.50584,0.10194,0.8640000000000001,0.09063500000000001,6.3477,10.809000000000001,17.0,61.75,4.9284,0
250.0,5.8667,0,240,0.13952,0.17674,2.75,771,13.561,0.8504700000000001,3.5617,0.013341,0.11597,2.8637,0.19094,0.033125,0.043125,0.067851,0.00034658,5,2.2594,0.47336000000000006,0.092073,0.856,0.089768,6.897,21.256999999999998,19.75,63.75,5.946000000000001,0
343.14,5.8,0,255,0.13952,0.15835,2.5,803,13.732999999999999,0.8570700000000001,2.3984,0.022336,0.21506,1.8787,0.18971,0.02875,0.04,0.067768,0.00017254,5,3.3586,0.46058999999999994,0.097959,0.858,0.10565999999999999,6.7139,33.166,20.0,66.25,6.2871,0
849.21,24.866999999999997,60,90,0.089692,0.21561999999999998,1.5,686,3.5441,0.69611,2.8749,0.0032801,0.23865,2.3661,0.33171,0.064375,0.073125,0.076173,7.9705e-05,5,1.893,0.53801,0.0072033999999999996,0.74,0.15462,4.2725,52.518,21.75,68.25,7.0520000000000005,0
532.34,4.3333,0,195,0.10962000000000001,0.23146,1.5,637,18.893,0.84429,4.5602,0.0068906,0.099689,2.9687,0.14377,0.03125,0.033125,0.047299,7.1719e-05,3,1.5266,0.53992,0.043470999999999996,0.9059999999999999,0.049324,5.7983,26.444000000000003,13.75,48.5,3.0416,0
348.71,12.0,0,120,0.10962000000000001,0.23201,1.75,635,6.9251,0.6532399999999999,2.7471,0.018199,0.17726,2.3133,0.24786,0.064375,0.07,0.098061,5.5461e-05,4,2.3815,0.53961,0.037221,0.684,0.07975700000000001,5.4321,44.082,23.5,81.0,11.23,0
699.67,7.7333,90,90,0.21925,0.24794000000000002,4.25,548,9.76,0.75053,2.3269,0.018186,0.22854000000000002,1.8428,0.24903000000000003,0.0625,0.073125,0.098981,0.00061981,4,2.7479,0.59101,0.036198,0.76,0.055682,5.249,12.561,16.25,60.25,4.7643,0
974.46,16.867,90,135,0.14949,0.22098,2.5,671,6.9104,0.83985,2.7291,0.023106,0.17259000000000002,2.3096,0.27051,0.046875,0.055,0.09089900000000001,0.00040456,4,2.1373,0.46535,0.013061000000000001,0.778,0.12917,5.3101,12.319,18.75,53.5,4.6875,0
629.3,10.133,180,105,0.22921,0.24923,5.25,532,7.4044,0.67966,1.8229,0.01668,0.31587,1.1341,0.25551999999999997,0.051875,0.054375,0.12454000000000001,0.0012554,6,4.8241,0.5186,0.12105,0.716,0.1985,6.3477,8.2609,29.25,73.25,11.13,0
641.96,9.7333,180,105,0.22921,0.24677,5.25,559,9.2023,0.70839,1.8401,0.019469,0.30644,1.1909,0.24499,0.05125,0.05125,0.11533,0.0012706,6,4.702,0.52558,0.12139000000000001,0.7440000000000001,0.16366,6.3477,7.777,27.5,73.0,9.9752,0
636.46,8.0,150,105,0.18935,0.24722,4.75,555,8.8922,0.76195,1.6758,0.029973000000000003,0.31690999999999997,0.96724,0.25469,0.049375,0.0525,0.11143,0.0010374,6,4.8241,0.54499,0.092959,0.7759999999999999,0.19972,6.3477,5.2273,24.5,73.75,9.0457,0
648.71,7.4667,150,105,0.21925,0.24733000000000002,4.75,554,8.9511,0.74848,1.6991,0.028493,0.31298000000000004,1.031,0.25689,0.0475,0.046875,0.111,0.0012385999999999999,6,4.702,0.5529,0.091674,0.758,0.17598,6.4087,2.4052,25.0,72.5,8.9396,0
546.25,21.133000000000003,90,90,0.11959000000000002,0.1751,1.5,774,4.2208,0.8906200000000001,4.4374,0.019019,0.15414,2.6694,0.30654000000000003,0.06875,0.07625,0.14647000000000002,0.0015745999999999998,4,1.6488,0.26521999999999996,0.084511,0.8,0.09958600000000001,7.7515,49.854,14.25,49.5,3.2506,0
554.35,29.467,60,105,0.12955999999999998,0.18258,2.0,760,2.2951,0.83509,3.781,0.023171999999999998,0.17048,2.4877,0.35679,0.085,0.088125,0.18356,0.0027889,3,1.893,0.27981,0.067128,0.774,0.094876,5.7373,14.102,16.0,65.25,5.1429,0
522.06,24.0,60,90,0.09965800000000001,0.18567,1.5,754,3.983,0.84291,4.4604,0.015333000000000001,0.15946,2.5518,0.32897,0.073125,0.076875,0.14017000000000002,0.0013741,3,1.5266,0.28228000000000003,0.07233099999999999,0.846,0.078659,7.2632,33.295,17.25,61.75,5.2024,0
361.31,32.6,90,120,0.11959000000000002,0.21599000000000002,1.75,685,2.6371,0.8358700000000001,3.8789999999999996,0.022683000000000002,0.1831,2.5637,0.36455,0.08375,0.085625,0.18062999999999999,0.0025872,4,1.7709,0.24904,0.073646,0.738,0.09651900000000001,6.2866,23.015,19.0,60.5,5.3652,0
363.43,27.8,90,120,0.11959000000000002,0.20092000000000002,2.0,722,2.5247,0.8446899999999999,3.7744,0.023049,0.19084,2.6332,0.33298,0.073125,0.08375,0.15995,0.0022959,4,1.893,0.2425,0.085265,0.7659999999999999,0.06726599999999999,6.6528,20.649,17.5,59.5,4.86,0
355.77,34.133,90,120,0.12955999999999998,0.19114,1.75,743,1.2824,0.84849,3.5828,0.028756999999999998,0.168,2.5923,0.39491,0.08375,0.085625,0.20323,0.004282800000000001,5,1.893,0.22849,0.07442599999999999,0.69,0.11233,6.2256,29.570999999999998,19.25,68.75,6.9381,0
401.22,30.733,60,105,0.15945,0.18667999999999998,2.5,752,2.0656,0.8425600000000001,4.148,0.020968,0.16973,2.4583,0.37195,0.0875,0.08375,0.20865999999999998,0.0011297,3,1.7709,0.23745,0.089378,0.772,0.097464,6.897,20.831999999999997,15.5,56.0,4.0185,0
392.4,31.533,60,165,0.13952,0.17942,2.25,766,1.9939,0.86255,4.4854,0.017151,0.15982000000000002,2.5915,0.35683000000000004,0.086875,0.081875,0.27581,0.0068054000000000005,3,1.7709,0.2778,0.1072,0.672,0.12542,6.7749,24.609,13.5,70.5,5.2875,0
373.85,36.8,60,165,0.15945,0.19591,2.75,733,1.8167,0.81314,4.0998,0.016832,0.1746,2.4426,0.3808,0.085,0.08875,0.23844,0.0048825000000000006,3,1.893,0.29588000000000003,0.08292100000000001,0.682,0.11164,6.2866,29.021,15.75,52.75,3.8823,0
259.02,41.067,90,210,0.16942000000000002,0.21449000000000001,2.75,689,0.9544,0.8386600000000001,7.0086,0.0,0.095511,1.9021,0.49287,0.088125,0.096875,0.2814,0.010598999999999999,6,1.4045,0.31604,0.046968,0.45799999999999996,0.2239,6.2866,26.989,22.0,68.5,7.9947,0
182.42,38.467,90,225,0.16942000000000002,0.1678,3.0,787,0.9294399999999999,0.8388899999999999,7.4724,0.00055503,0.11652,1.7346,0.4444,0.08875,0.0925,0.39294,0.016489,5,1.0381,0.26156,0.13468,0.44799999999999995,0.15534,8.8501,50.776,19.25,91.25,11.1,0
218.99,40.067,60,165,0.18935,0.18617999999999998,3.5,753,0.9186700000000001,0.8280299999999999,3.4295,0.034231,0.1523,2.4993,0.4764,0.085625,0.086875,0.39266,0.022858,9,2.0151,0.24686,0.076669,0.368,0.23496,6.7139,35.239000000000004,26.0,91.75,15.745999999999999,0
404.4,33.867,60,90,0.089692,0.18567,1.5,754,1.7321,0.8640399999999999,7.4722,0.0,0.14779,1.5306,0.39324000000000003,0.08875,0.08375,0.20179,0.0038509,3,1.893,0.1838,0.073608,0.738,0.10877,6.8359,28.206,14.0,63.25,4.4055,0
222.71,58.867,90,225,0.17937999999999998,0.21411,3.0,690,-0.3037,0.32559,0.92845,0.035657,0.6027100000000001,0.08645900000000001,0.7340899999999999,0.095625,0.11375,0.36451,0.029338,18,4.4577,0.93814,0.0023844,0.154,0.54379,1.2207,53.354,42.0,109.75,34.528,1
1088.3,14.6,0,120,0.09965800000000001,0.1198,1.25,861,9.8236,0.7681399999999999,2.7614,0.012186,0.28472,1.9594,0.24720999999999999,0.038125,0.048125,0.060578999999999994,9.618e-05,5,1.893,0.38683,0.018674,0.7979999999999999,0.099605,3.2349,67.193,14.5,70.0,5.5014,0
333.33,3.7333,0,180,0.06976,0.032876999999999997,0.75,966,22.903000000000002,0.9036299999999999,4.8357,0.0085536,0.11032,3.0306,0.14284000000000002,0.0375,0.038125,0.074308,0.00011229,3,1.7709,0.31263,0.17697000000000002,0.8740000000000001,0.043342,9.0942,26.131,15.0,58.5,4.0391,0
367.66,5.1333,0,225,0.06976,0.043927999999999995,1.0,954,16.783,0.8829100000000001,4.8619,0.010466,0.096638,3.0142,0.17417,0.041875,0.045625,0.082828,0.00016705,4,1.893,0.34115,0.16385999999999998,0.87,0.061943,9.0332,22.43,17.5,60.5,4.959,0
471.96,11.467,0,135,0.16942000000000002,0.23724,3.0,614,8.0381,0.83757,4.6531,0.007273300000000001,0.16383,2.5358,0.23313000000000003,0.0475,0.051875,0.06818099999999999,0.00013824,5,1.6488,0.36858,0.091839,0.762,0.098811,7.5073,32.186,17.75,63.25,5.5786,0
241.74,8.8,0,210,0.06976,0.060836,1.0,935,10.045,0.8422299999999999,4.6623,0.010973,0.078438,3.1953,0.19610999999999998,0.050625,0.056875,0.083099,0.00013517,5,1.893,0.35925999999999997,0.1563,0.852,0.090848,7.6904,23.068,18.75,54.0,4.7591,0
372.06,7.0667,0,180,0.06976,0.050241,1.0,947,14.993,0.82515,3.719,0.0047483000000000004,0.16908,2.7505,0.18925999999999998,0.04375,0.0525,0.08126900000000001,6.5115e-05,4,1.7709,0.55306,0.037852,0.8079999999999999,0.08025299999999999,5.188,65.9,18.75,71.25,6.9853,0
825.97,10.467,30,75,0.12955999999999998,0.16136,1.75,798,10.953,0.7287,2.3361,0.0089487,0.26714,1.7381,0.2273,0.04625,0.055625,0.062545,0.0001309,5,2.3815,0.61293,0.012234,0.706,0.093909,3.7231,49.723,21.25,65.5,7.1746,0
930.91,8.4667,120,90,0.19932,0.13041,4.0,846,9.2987,0.7860699999999999,1.9914,0.029882,0.20754,1.4005,0.2278,0.055,0.054375,0.1762,0.001474,5,4.2135,0.41508,0.15635,0.726,0.10455,7.8125,32.71,20.75,67.75,7.5785,0
1111.6,5.8,90,60,0.09965800000000001,0.065165,1.25,930,13.662,0.79348,1.3673,0.040863,0.33601,0.5049399999999999,0.16052,0.0375,0.03875,0.1032,0.00025616,3,6.2897,0.4622,0.14653,0.878,0.049731,7.7515,32.887,15.75,61.5,4.7482,0
268.98,47.266999999999996,150,180,0.13952,0.20310999999999998,2.25,717,-0.3271,0.36734,1.6195,0.0012047,0.40141,0.6863,0.6446,0.09625,0.10937999999999999,0.2949,0.040938,16,4.0914,0.84588,0.0028710999999999997,0.128,0.79625,1.709,34.968,32.75,104.5,23.725,1
462.44,56.667,90,150,0.15945,0.20310999999999998,2.75,717,-0.39065,0.54952,1.7284,0.0090461,0.33285,0.88141,0.6876399999999999,0.1,0.11688,0.28492,0.041003,17,1.893,0.47358999999999996,0.0025041,0.11199999999999999,0.47105,1.8921,48.583,23.75,98.75,15.43,1
369.3,55.333,60,210,0.12955999999999998,0.19821,2.0,728,-0.29163,0.54359,1.7232,0.003334,0.38500999999999996,0.93855,0.6594,0.095625,0.11062999999999999,0.27608,0.04112,18,1.893,0.45628,0.0020842,0.16,0.54385,2.1362,79.376,37.5,95.75,24.058000000000003,1
800.59,7.2,60,45,0.079726,0.1678,1.25,787,11.290999999999999,0.80745,3.8117,0.011883,0.14343,3.0411,0.19394,0.05125,0.059375,0.061685000000000004,0.00019704,3,2.1373,0.35796,0.1035,0.8640000000000001,0.030273,7.9346,22.793000000000003,24.0,72.5,9.0039,0
1191.1,14.067,75,45,0.079726,0.1973,0.75,730,10.265999999999998,0.8214899999999999,4.8037,0.0029473000000000004,0.14628,2.6799,0.2164,0.055,0.05125,0.047536,0.00017919,3,1.2824,0.41923,0.046054000000000005,0.8079999999999999,0.053513,5.9814,29.046,14.0,54.25,3.492,0
1056.2,15.0,90,60,0.05979500000000001,0.20135999999999998,0.75,721,10.402999999999999,0.8183699999999999,3.0609,0.020846,0.1636,2.6372,0.23560999999999999,0.04625,0.05375,0.054832000000000006,0.00034825,3,2.1373,0.37629,0.049842000000000004,0.8079999999999999,0.056792999999999996,6.1035,34.605,16.25,55.75,4.199,0
